rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id
7,1,00:32:27,58428,4,3,2,1,short service,0.0,1,2.0,7,0.2085365853658536,-0.4249479166666665,,,8,168.4,627.85,8,219.6,289.51,2,12,971
7,2,00:32:28,58450,4,3,7,2,lob,0.0,0,1.0,4,-1.002439024390244,1.5630208333333335,,,7,223.3,371.41,8,177.9,639.33,2,12,971
7,3,00:32:29,58487,4,3,2,2,smash,1.0,0,2.0,6,1.3792682926829272,-0.92671875,,,9,134.6,759.28,8,158.9,289.89,2,12,971
7,4,00:32:30,58505,4,3,7,2,defensive shot,0.0,1,2.0,7,0.1585365853658536,0.4966666666666667,,,8,155.5,292.56,9,116.5,776.5,2,12,971
7,5,00:32:31,58534,4,3,2,2,net shot,0.0,0,2.0,7,0.1268292682926829,-0.0354166666666667,,,8,167.1,611.55,8,209.9,318.07,2,12,971
7,6,00:32:32,58561,4,3,7,2,lob,0.0,0,1.0,4,-1.0597560975609757,1.5908854166666668,,,7,186.2,409.98,8,188.4,609.91,2,12,971
7,7,00:32:33,58595,4,3,2,2,clear,0.0,0,1.0,9,0.5768292682926831,-1.4280208333333333,,,9,137.8,759.26,8,161.1,330.92,2,12,971
7,8,00:32:34,58628,4,3,7,2,clear,1.0,0,1.0,9,0.6841463414634146,1.5975520833333334,,,8,188.8,240.24,8,175.4,712.99,2,12,971
7,9,00:32:35,58675,4,3,2,2,smash,0.0,0,2.0,6,1.270731707317073,-0.8446354166666667,,,9,216.2,779.05,8,180.8,281.76,2,12,971
7,10,00:32:36,58693,4,3,7,2,defensive shot,0.0,1,2.0,1,1.385365853658537,0.5279166666666667,,,8,220.6,305.2,8,216.1,735.24,2,12,971
7,11,00:32:37,58721,4,3,2,3,lob,0.0,0,2.0,4,1.2378048780487805,-1.6425520833333334,misjudged,2.0,1,261.4,581.48,8,220.3,289.5,2,12,971
