rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id
35,1,00:47:06,84808,14,21,15,1,short service,0.0,0,2.0,7,0.7268292682926829,0.4224479166666667,,,8,174.3,305.14,7,240.8,590.67,2,13,1072
35,2,00:47:07,84836,14,21,16,2,lob,0.0,1,1.0,4,1.2487804878048778,-1.5360416666666663,,,7,240.6,585.9,8,188.2,317.05,2,13,1072
35,3,00:47:09,84878,14,21,15,2,drop,0.0,0,2.0,5,1.1621951219512197,0.7324999999999999,,,4,255.2,192.2,8,222.1,649.45,2,13,1072
35,4,00:47:09,84898,14,21,16,2,net shot,0.0,0,2.0,7,0.2658536585365855,-0.3034374999999999,,,5,252.4,654.98,8,218.3,222.84,2,13,1072
35,5,00:47:10,84927,14,21,15,2,lob,0.0,1,1.0,3,1.0292682926829266,1.635052083333333,,,8,210.5,344.96,8,208.3,637.97,2,13,1072
35,6,00:47:12,84962,14,21,16,2,clear,0.0,0,1.0,3,-1.0890243902439023,-1.4229166666666666,,,9,234.5,766.27,8,208.3,282.69,2,13,1072
35,7,00:47:13,84995,14,21,15,2,smash,1.0,0,2.0,6,-1.1414634146341462,0.9394791666666666,,,8,138.9,215.43,8,189.6,711.85,2,13,1072
35,8,00:47:13,85013,14,21,16,2,defensive shot,0.0,1,2.0,2,1.3329268292682928,-0.4406250000000001,,,8,132.9,648.52,8,117.8,215.62,2,13,1072
35,9,00:47:14,85046,14,21,15,2,net shot,0.0,0,2.0,1,1.492682926829268,0.2292187499999999,,,8,244.8,353.82,8,174.0,662.45,2,13,1072
35,10,00:47:15,85078,14,21,16,2,lob,0.0,0,1.0,9,0.6390243902439026,-1.5335416666666666,,,1,274.2,527.15,8,215.1,351.79,2,13,1072
35,11,00:47:17,85132,14,21,15,3,drop,0.0,0,2.0,10,-1.5499999999999998,0.7632812499999998,out,15.0,9,218.6,169.77,8,205.3,640.9,2,13,1072
