rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id
4,1,00:32:16,58102,2,2,4,1,short service,0.0,1,2.0,7,-0.2939024390243901,0.5987500000000002,,,8,189.3,314.02,8,120.3,642.87,2,58,4883
4,2,00:32:17,58119,2,2,34,2,push/rush,0.0,0,1.0,3,-1.4,-1.5736979166666665,,,8,127.1,607.37,8,188.8,304.38,2,58,4883
4,3,00:32:19,58172,2,2,4,2,drop,0.0,0,2.0,6,-1.0390243902439025,0.7153125000000001,,,8,119.4,216.19,8,126.3,645.96,2,58,4883
4,4,00:32:19,58181,2,2,34,2,net shot,0.0,1,2.0,1,-1.10609756097561,-0.4531770833333333,,,8,117.3,627.0,8,157.9,231.52,2,58,4883
4,5,00:32:20,58210,2,2,4,2,net shot,0.0,0,2.0,2,-1.051219512195122,0.4283333333333334,,,8,123.2,354.73,8,148.6,636.36,2,58,4883
4,6,00:32:21,58240,2,2,34,2,push/rush,0.0,1,1.0,4,1.1402439024390243,-1.53328125,,,7,124.1,577.03,8,140.4,356.79,2,58,4883
4,7,00:32:22,58277,2,2,4,2,drive,0.0,1,1.0,5,1.3353658536585369,0.8438541666666666,,,9,223.5,203.74,8,176.2,644.06,2,58,4883
4,8,00:32:23,58292,2,2,34,2,defensive shot,0.0,0,2.0,6,1.2829268292682925,-0.7287500000000001,,,8,207.3,637.54,9,206.0,176.46,2,58,4883
4,9,00:32:23,58318,2,2,4,2,push/rush,0.0,1,1.0,3,1.2085365853658538,1.506145833333333,,,8,238.7,308.53,8,223.8,631.05,2,58,4883
4,10,00:32:24,58349,2,2,34,2,smash,0.0,0,2.0,6,1.1158536585365857,-1.1534375,,,8,209.5,738.97,8,232.6,308.61,2,58,4883
4,11,00:32:25,58363,2,2,4,2,defensive shot,0.0,1,2.0,7,0.246341463414634,0.3670312500000001,,,8,207.4,291.9,9,233.4,764.27,2,58,4883
4,12,00:32:26,58388,2,2,34,2,lob,0.0,0,1.0,9,-0.75,-1.5490104166666665,,,8,175.2,637.76,8,203.7,294.41,2,58,4883
4,13,00:32:27,58428,2,2,4,2,smash,0.0,0,2.0,6,-1.202439024390244,1.0774479166666666,,,9,139.9,180.35,8,171.7,665.72,2,58,4883
4,14,00:32:28,58442,2,2,34,2,defensive shot,0.0,1,2.0,5,-0.9207317073170732,-0.5950520833333334,,,8,157.9,686.77,10,126.7,143.66,2,58,4883
4,15,00:32:29,58474,2,2,4,2,lob,0.0,0,1.0,4,-1.146341463414634,1.5652604166666666,,,8,130.9,331.44,8,146.8,674.94,2,58,4883
4,16,00:32:30,58519,2,2,34,2,clear,1.0,0,1.0,3,-1.028048780487805,-1.53234375,,,6,75.1,754.39,8,163.8,277.64,2,58,4883
4,17,00:32:31,58550,2,2,4,2,clear,0.0,0,1.0,6,-1.2865853658536586,1.483125,,,9,118.0,163.86,8,144.8,695.63,2,58,4883
4,18,00:32:32,58589,2,2,34,2,clear,1.0,0,1.0,9,-0.8646341463414635,-1.5923958333333337,,,6,82.7,739.57,8,152.4,252.44,2,58,4883
4,19,00:32:34,58633,2,2,4,2,clear,0.0,0,1.0,9,-0.7841463414634146,1.5509895833333331,,,9,124.4,186.16,8,144.0,679.44,2,58,4883
4,20,00:32:35,58676,2,2,34,3,clear,1.0,0,2.0,10,1.2341463414634144,-1.6976041666666666,out,4.0,4,103.0,762.2,8,174.4,246.94,2,58,4883
