rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id
1,1,00:26:52,48360,1,0,20,1,short service,0.0,1,2.0,7,-0.6060975609756097,-0.4539583333333334,,,8,189.0,632.4,8,121.0,282.87,2,48,4077
1,2,00:26:52,48383,1,0,16,2,lob,0.0,1,1.0,4,-1.2963414634146342,1.551875,,,8,122.5,364.33,8,179.4,637.83,2,48,4077
1,3,00:26:54,48422,1,0,20,2,clear,0.0,1,1.0,8,-0.5146341463414633,-1.151145833333333,,,4,93.0,775.02,8,147.8,338.99,2,48,4077
1,4,00:26:55,48452,1,0,16,2,smash,0.0,0,2.0,8,0.8170731707317073,1.0733333333333337,,,8,122.6,232.4,8,161.4,720.45,2,48,4077
1,5,00:26:55,48468,1,0,20,2,defensive shot,0.0,0,2.0,2,1.0878048780487803,-0.5144791666666665,,,8,212.9,686.63,8,119.1,204.25,2,48,4077
1,6,00:26:56,48497,1,0,16,2,net shot,0.0,1,2.0,1,1.517073170731707,0.5102604166666668,,,8,239.9,350.18,8,204.5,665.43,2,48,4077
1,7,00:26:57,48526,1,0,20,2,net shot,0.0,0,2.0,1,-0.9414634146341464,-0.2441145833333333,,,1,269.8,593.98,8,218.1,338.66,2,48,4077
1,8,00:26:58,48555,1,0,16,2,lob,0.0,0,1.0,5,1.4158536585365855,1.502291666666667,,,7,125.2,407.64,8,202.9,629.67,2,48,4077
1,9,00:26:59,48598,1,0,20,2,drive,0.0,0,1.0,6,1.202439024390244,-0.9904166666666668,,,3,262.4,767.63,8,174.1,305.19,2,48,4077
1,10,00:27:00,48615,1,0,16,2,defensive shot,0.0,1,2.0,2,-1.1939024390243904,0.5671874999999998,,,8,192.9,290.09,8,246.1,737.25,2,48,4077
1,11,00:27:01,48643,1,0,20,2,net shot,0.0,1,2.0,1,-1.023170731707317,-0.2122395833333333,,,2,96.9,591.0,8,182.8,295.18,2,48,4077
1,12,00:27:02,48672,1,0,16,2,lob,0.0,0,1.0,6,-0.9109756097560976,1.4054166666666668,,,1,98.3,407.74,2,88.8,593.96,2,48,4077
1,13,00:27:03,48710,1,0,20,2,clear,0.0,0,1.0,8,0.6414634146341462,-1.3278125,,,8,128.2,730.38,8,134.3,329.62,2,48,4077
1,14,00:27:04,48740,1,0,16,2,smash,0.0,0,2.0,5,1.2341463414634144,1.1253645833333337,,,8,192.8,234.68,8,158.7,730.46,2,48,4077
1,15,00:27:05,48756,1,0,20,2,defensive shot,0.0,0,2.0,2,1.3597560975609757,-0.2365625000000001,,,8,242.5,687.9,8,215.8,220.62,2,48,4077
1,16,00:27:06,48784,1,0,16,2,lob,0.0,1,1.0,6,-1.0353658536585366,1.5097395833333334,,,2,253.7,383.71,8,227.3,680.52,2,48,4077
1,17,00:27:07,48821,1,0,20,3,drop,0.0,1,2.0,1,1.0158536585365856,0.1430208333333332,touched the net,16.0,9,106.4,764.07,8,171.4,319.86,2,48,4077
