rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id
26,1,00:21:38,38968,16,10,32,1,short service,0.0,1,2.0,7,0.3987804878048779,0.5268229166666666,,,8,167.8,320.64,8,219.1,655.03,1,52,4409
26,2,00:21:39,38990,16,10,31,2,lob,0.0,1,1.0,3,-0.8804878048780488,-1.39046875,,,7,214.9,587.99,8,175.5,315.76,1,52,4409
26,3,00:21:40,39023,16,10,32,2,clear,0.0,0,1.0,6,-1.201219512195122,1.2110416666666666,,,9,124.9,191.12,8,182.3,652.41,1,52,4409
26,4,00:21:41,39051,16,10,31,2,smash,1.0,0,2.0,5,-1.3439024390243903,-0.9916145833333332,,,8,115.3,676.59,8,139.3,236.22,1,52,4409
26,5,00:21:42,39065,16,10,32,2,defensive shot,0.0,0,2.0,5,0.9658536585365852,0.7961458333333334,,,5,100.7,281.46,8,125.9,693.64,1,52,4409
26,6,00:21:42,39087,16,10,31,2,lob,0.0,0,1.0,6,1.1292682926829272,-0.9996875,,,8,207.1,640.48,8,136.4,263.05,1,52,4409
26,7,00:21:43,39104,16,10,32,2,defensive shot,0.0,1,2.0,1,1.295121951219512,0.4269791666666667,,,8,225.6,283.08,8,215.8,648.47,1,52,4409
26,8,00:21:44,39129,16,10,31,2,lob,0.0,0,1.0,4,1.5341463414634149,-1.4916145833333332,,,1,276.4,586.42,8,213.8,290.77,1,52,4409
26,9,00:21:45,39173,16,10,32,2,clear,0.0,1,1.0,5,1.1768292682926829,1.1937500000000003,,,4,276.3,171.88,8,213.4,656.33,1,52,4409
26,10,00:21:46,39206,16,10,31,3,smash,0.0,0,2.0,8,0.8646341463414635,-1.2497916666666666,opponent's ball landed,32.0,8,242.7,709.08,8,197.8,249.28,1,52,4409
