rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id
19,1,00:17:03,30695,10,9,3,1,short service,0.0,1,2.0,8,-0.1536585365853658,0.6695312499999998,,,8,178.7,347.86,8,121.6,687.7,1,49,4162
19,2,00:17:04,30721,10,9,15,2,lob,0.0,1,1.0,4,1.2121951219512193,-1.4576041666666668,,,8,141.2,625.85,8,177.1,345.46,1,49,4162
19,3,00:17:05,30757,10,9,3,2,smash,0.0,0,2.0,8,0.0560975609756096,0.9756250000000004,,,9,242.3,196.1,8,184.5,690.25,1,49,4162
19,4,00:17:05,30772,10,9,15,2,defensive shot,0.0,0,1.0,8,0.6670731707317071,-0.5560937499999999,,,8,173.8,705.82,8,245.9,229.56,1,49,4162
19,5,00:17:06,30792,10,9,3,2,net shot,0.0,0,2.0,2,-1.2134146341463414,0.5323958333333335,,,8,199.4,362.18,8,173.2,698.6,1,49,4162
19,6,00:17:07,30819,10,9,15,2,lob,0.0,0,1.0,5,-1.3146341463414637,-1.328125,,,6,103.3,612.6,8,168.4,364.11,1,49,4162
19,7,00:17:08,30856,10,9,3,2,smash,1.0,0,2.0,6,-1.2951219512195122,1.1644270833333337,,,8,110.1,227.61,8,142.8,688.91,1,49,4162
19,8,00:17:09,30871,10,9,15,2,defensive shot,0.0,0,2.0,7,0.7512195121951218,-0.2480729166666666,,,8,119.5,707.52,5,93.2,230.32,1,49,4162
19,9,00:17:10,30900,10,9,3,2,net shot,0.0,0,2.0,1,1.1646341463414631,0.2990624999999998,,,7,207.7,406.51,6,91.7,724.17,1,49,4162
19,10,00:17:10,30929,10,9,15,2,lob,0.0,1,1.0,9,-0.4865853658536586,-1.4030208333333334,,,7,245.0,575.04,7,217.7,402.38,1,49,4162
19,11,00:17:12,30968,10,9,3,3,clear,1.0,0,2.0,10,0.7926829268292683,1.8302083333333328,out,15.0,8,141.2,213.08,8,166.8,670.38,1,49,4162
